noradId,name,orbit_type,country,owner,users,purpose,launch_date,extra_info
43622,Beidou DW 37,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,9/19/2018,
43623,Beidou DW 38,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,9/19/2018,
43647,Beidou DW 39,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,10/15/2018,
43648,Beidou DW 40,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,10/15/2018,
43683,Beidou DW 41,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,11/1/2018,
43706,Beidou DW 42,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,11/18/2018,
43707,Beidou DW 43,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,11/18/2018,
44204,Beidou DW 44,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,4/20/2019,
44231,Beidou DW 45,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,5/17/2019,
44337,Beidou DW 46,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,6/24/2019,
44709,Beidou 3 IGSO-3,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,11/5/2019,Part of Beidou constellation.
44793,Beidou DW 50,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,11/23/2019,
44794,Beidou DW 51,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,11/23/2019,
44864,Beidou DW 52,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,12/16/2019,
44865,Beidou DW 53,MEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,12/16/2019,
45807,Beidou DW 55,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,6/23/2020,Final satellite in place to complete constellation.
45344,Beidou G3,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,3/9/2020,
37210,Beidou G4,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,10/31/2010,Part of Beidou constellation.
38091,Beidou G5,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,2/24/2012,Part of Beidou constellation.
36828,Beidou IGSO-1,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,7/31/2010,Part of Beidou constellation.
37256,Beidou IGSO-2,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,12/17/2010,Part of Beidou constellation.
37384,Beidou IGSO-3,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,4/9/2011,Part of Beidou constellation.
37763,Beidou IGSO-4,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,7/26/2011,Part of Beidou constellation.
37948,Beidou IGSO-5,GEO,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,12/1/2011,Part of Beidou constellation.
48840,Beijing-3,LEO,China ,21st Century Aerospace Technology (21AT),Commercial,Earth Observation,6/11/2021,First of this company's satellites to be built in China.
28890,BeijinGalaxy-1,LEO,China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Commercial,Earth Observation,10/27/2005,Earth observation for Disaster Monitoring Constellation (DMC); also research.
55257,Beiyou-1,LEO,China,"Changsha Tianyi space science and Technology Research Institute Co., Ltd. (Spacety)",Commercial,Earth Observation,1/15/2023,https://equalocean.com/briefing/20211101230091594
41238,Belintersat-1,GEO,Belarus,Belintersat,Government,Communications,1/15/2016,"Belarus' first communications satellite - 10 transponders reserved, 2 for Belarus' government, and 8 for Chinese companies. Will market remaining capacity in Africa, Asia, Europe."
26959,Bispectral InfraRed Detector 2 (Bird 2),LEO,Germany,Institute of Space Sensor Technology and Planetary Exploration,Government/Civil,Earth Observation/Technology Development,10/22/2001,Forest fire recognition by small satellites.
55015,Birkeland ,LEO,Norway,Norwegian Defence Research Establishment (FFI)/,Military,Earth Observation,1/3/2023,Joint venture between Norway and the Netherlands. Detection of radar.
41604,BIROS,LEO,Germany,German Aerospace Center (DLR),Government,Earth Observation,6/22/2016,Forest Fire recognition. Carries BeeSat 4 to be ejected later.
40968,BisonSat,LEO,USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,10/8/2015,Mainly a training exercise for students with earth observation and cloud measurement capability.
38708,BKA 2,LEO,Belarus,National Academy of Sciences,Government,Earth Observation,7/22/2012,Analog of Canopus-B. Supplies information to various government agencies.
43730,BlackSky Global 1,LEO,USA,BlackSky Global,Commercial,Earth Observation,11/29/2018,Follow-up to pathfinder.
49469,BlackSky Global 14,LEO,USA,BlackSky Global,Commercial,Earth Observation,11/18/2021,
49470,BlackSky Global 15,LEO,USA,BlackSky Global,Commercial,Earth Observation,11/18/2021,
49950,BlackSky Global 16,LEO,USA,BlackSky Global,Commercial,Earth Observation,12/9/2021,
49949,BlackSky Global 17,LEO,USA,BlackSky Global,Commercial,Earth Observation,12/9/2021,
52196,BlackSky Global 18,LEO,USA,BlackSky Global,Commercial,Earth Observation,4/2/2022,
55982,BlackSky Global 19,LEO,USA,BlackSky Global,Commercial,Earth Observation,3/24/2023,
43812,BlackSky Global 2,LEO,USA,BlackSky Global,Commercial,Earth Observation,12/3/2018,Follow-up to pathfinder.
52197,BlackSky Global 20,LEO,USA,BlackSky Global,Commercial,Earth Observation,4/2/2022,
44367,BlackSky Global 3,LEO,USA,BlackSky Global,Commercial,Earth Observation,6/29/2019,Third of a planned 60-satellite constellation.
44499,BlackSky Global 4,LEO,USA,BlackSky Global,Commercial,Earth Observation,8/19/2019,
55983,BlackSky Global 5,LEO,USA,BlackSky Global,Commercial,Earth Observation,,
46088,BlackSky Global 7,LEO,USA,BlackSky Global,Commercial,Earth Observation,8/7/2020,
46089,BlackSky Global 8,LEO,USA,BlackSky Global,Commercial,Earth Observation,8/7/2020,
47971,BlackSky Global 9,LEO,USA,BlackSky Global,Commercial,Earth Observation,3/22/2021,
41787,BlackSky Pathfinder 1,LEO,USA,BlackSky Global,Commercial,Earth Observation,9/26/2016,First of two testbeds for a 60-satellite earth-observing constellation.
42907,Cosmos 2520,GEO,Russia,Ministry of Defense,Military/Commercial,Communications,8/16/2017,First military/commercial satellite totally designed and built by ISS Reshetnev.
43432,Cosmos 2526,GEO,Russia,Ministry of Defense,Military/Commercial,Communications,4/18/2018,
43867,Cosmos 2533,GEO,Russia,Ministry of Defense,Military/Commercial,Communications,12/20/2018,
44457,Cosmos 2539,GEO,Russia,Ministry of Defense,Military/Commercial,Communications,8/5/2019,
44105,Bluewalker 1,LEO,Lithuania,NanoAvionics,Commercial,Technology Development,4/1/2019,"Will test unspecified ""patented technologies"" in space for AST & Science of Texas."
53808,Bluewalker 3,LEO,USA,AST SpaceMobile,Commercial,Communications,9/11/2022,First of a constellation that will directly connect cell phones to satellite.
26469,Brazilsat B-4,GEO,Brazil,Embratel Star One,Commercial,Communications,8/17/2000,28 C-band; voice and video communications to all of South America.
48876,Brik-II,LEO,Netherlands,Ministry of Defense,Government,Earth Observation,6/30/2021,Dutch military's first satellite. Demonstrate that small satellites like BRIK 2 can support information and communications applications for the military.
43813,BRIO,LEO,USA,"SpaceQuest, Ltd.",Commercial,Technology Development,12/3/2018,Built to test Myriota's IoT network advances.
41591,BRISat,GEO,Indonesia,Bank Rakyat Indonesia (BRI),Commercial,Communications,6/19/2016,First satellite owned and operated by a bank. Will expand secure banking communications to almost 60 million customers across the Indonesia archipelago.
40020,BRITE-CA-1,LEO,Canada,"University of Toronto, Institute for Aerospace Studies",Civil,Space Science,6/19/2014,"Canadian contribution to the BRITE (Bright Target Explorer) mission, developedby a consoritum of Canadian, Austrian and Polish institutes. It will study the brightest stars in the Milky Way galaxy."
40119,BRITE-PL-2,LEO,Multinational,BRITE Consortium,Government,Space Science,8/19/2014,Second Polish contribute to the BRITE mission.
44495,BRO-1,LEO,France,UnseenLabs,Commercial,Earth Observation,8/19/2019,Maritime surveillance by spectrum monitoring.
46941,BRO-2,LEO,France,UnseenLabs,Commercial,Earth Observation,11/20/2020,
46943,BRO-3,LEO,France,UnseenLabs,Commercial,Earth Observation,11/20/2020,
49066,BRO-4,LEO,France,UnseenLabs,Commercial,Earth Observation,8/17/2021,Maritime surveillance by spectrum monitoring.
52422,BRO-6,LEO,France,UnseenLabs,Commercial,Earth Observation,5/2/2022,
52174,BRO-7,LEO,France,UnseenLabs,Commercial,Earth Observation,4/1/2022,Maritime surveillance by spectrum monitoring.
55011,BRO-8,LEO,France,UnseenLabs,Commercial,Earth Observation,1/3/2023,
56185,BRO-9,LEO,France,UnseenLabs,Commercial,Earth Observation,4/15/2023,
56179,Brokkr-1,LEO,United Kingdom,AstroForge,Commercial,Technology Development,4/15/2023,Technology development for asteroid mining
32019,BSAT-3A,GEO,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,8/14/2007,Twelve 130W Ku-band transponders; HD TV.
37207,BSAT-3B,GEO,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,10/28/2010,Broadcast 130W Ku-band transponders.
37776,BSAT-3C/JCSat 110-R,GEO,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Commercial,Communications,8/6/2011,Co-owned by two companies.
42951,BSAT-4A,GEO,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,9/29/2017,"24 Ku-band transponders. Will provide HD, 4K and 8K Ultra HD television broadcasts over Japan."
46112,BSAT-4B,GEO,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,8/15/2020,Will be used initially as backup for the Olympic Games.
43014,Buccaneer RMM,LEO,Australia,Defence Science and Technology Group/University of New South Wales,Military/Civil,Technology Development,11/18/2017,Calibrate over-the-horizon radars used by the Australian military and put Australia back into space.
44312,Bufeng-1A,LEO,China,China Academy of Space Technology (CAST),Government,Earth Observation,6/5/2019,Measure wind speeds over the ocean.
44314,Bufeng-1B,LEO,China,China Academy of Space Technology (CAST),Government,Earth Observation,6/5/2019,
40014,Bugsat-1,LEO,Argentina,Satellogic S.A.,Commercial,Technology Development,6/19/2014,Technological demonstration of a platform of small satellite for Earth observation that the company plans to put into orbit to provide a commercial service at a global level. 
42801,BulgariaSat-1,GEO,Bulgaria,Bulsatcom,Commercial,Communications,6/23/2017,Bulgaria's first communications satellite.
47320,CACTUS-1,LEO,USA,Capital Technology University,Government/Civil,Technology Development,1/17/2021,"Primary payload, TrapSat, is tackling the issue of space debris by using aerogel to capture and profile orbiting microdebris. "
29108,Calipso,LEO,France,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,4/28/2006,
32790,CanX-2,LEO,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,4/28/2008,Will downlink telemetry.
40055,CanX-4,LEO,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,6/30/2014,
40056,CanX-5,LEO,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,6/30/2014,Demonstrate formation flying by a pair of nanosatellites
41788,CanX-7,LEO,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,9/26/2016,Technology development mission validating a deorbit drag sail.
47309,CAPE-3,LEO,USA,University of Louisiana at Lafayette,Civil,Technology Development,1/17/2021,Will carry SmartPhone Cubesat Classroom
55910,Capella-8,LEO,USA,Capella Space,Commercial,Earth Observation,3/16/2023,
48605,Capella-6,LEO,USA,Capella Space,Commercial,Earth Observation,5/6/2021,
51072,Capella-7,LEO,USA,Capella Space,Commercial,Earth Observation,1/13/2022,
51071,Capella-8,LEO,USA,Capella Space,Commercial,Earth Observation,1/13/2022,
55909,Capella-9,LEO,USA,Capella Space,Commercial,Earth Observation,3/16/2023,
28649,CartoSat 1,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,5/5/2005,"Remote sensing and mapping, land use, forest cover, river flow assessments."
29710,CartoSat 2,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,1/10/2007,"Remote sensing and mapping; panchromatic images at one-meter resolution to be used for civil planning ""and other cartographic needs."""
32783,CartoSat 2A,LEO,India,Indian Space Research Organization (ISRO),Military,Earth Observation,4/28/2008,Military version of CartoSat 2; dedicated satellite for the Indian armed forces.
36795,CartoSat 2B,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,7/12/2010,"Resource mapping, urban planning, transportation studies, water monitoring, and crop inventories."
41599,CartoSat 2C,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,6/22/2016,Lower orbit for military application.
41948,CartoSat 2D,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,2/15/2017,"Resource mapping, urban planning, transportation studies, water monitoring, and crop inventories."
42767,CartoSat 2E,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,6/22/2017,"Resource mapping, urban planning, transportation studies, water monitoring, and crop inventories."
43111,CartoSat 2F,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,1/11/2018,"Resource mapping, urban planning, transportation studies, water monitoring, and crop inventories."
44804,CartoSat 3,LEO,India,Indian Space Research Organization (ISRO),Government,Earth Observation,11/27/2019,Most advanced earth observation satellite developed by India.
47932,CAS500-1,LEO,South Korea,Korea Aerospace Research Institute (KARI),Government,Earth Observation,3/22/2021,Provide high-resolution color and multispectral imagery of the Earth. 
39265,Cassiope,LEO,Canada,Canadian Space Agency,Government,Earth Science,9/29/2013,"Study the effect of solar storms on radio communications, satellite navigation and other ground-based technologies."
